Message Size: 1 	 Execution Time: 0.000145 seconds
Message Size: 67663 	 Execution Time: 0.000286 seconds
Message Size: 67672 	 Execution Time: 0.000285 seconds
Message Size: 67681 	 Execution Time: 0.000235 seconds
Message Size: 67690 	 Execution Time: 0.000287 seconds
Message Size: 67699 	 Execution Time: 0.000251 seconds
Message Size: 67708 	 Execution Time: 0.000306 seconds
Message Size: 67717 	 Execution Time: 0.000297 seconds
Message Size: 67726 	 Execution Time: 0.000123 seconds
Message Size: 67735 	 Execution Time: 0.000355 seconds
Message Size: 67744 	 Execution Time: 0.000304 seconds
Message Size: 67753 	 Execution Time: 0.000259 seconds
Message Size: 67762 	 Execution Time: 0.000405 seconds
Message Size: 67771 	 Execution Time: 0.000294 seconds
Message Size: 67780 	 Execution Time: 0.000070 seconds
Message Size: 67789 	 Execution Time: 0.000241 seconds
Message Size: 67798 	 Execution Time: 0.000269 seconds
Message Size: 67807 	 Execution Time: 0.000259 seconds
Message Size: 67816 	 Execution Time: 0.000120 seconds
Message Size: 67825 	 Execution Time: 0.000232 seconds
Message Size: 67834 	 Execution Time: 0.000609 seconds
Message Size: 67843 	 Execution Time: 0.000224 seconds
Message Size: 67852 	 Execution Time: 0.000185 seconds
Message Size: 67861 	 Execution Time: 0.000299 seconds
Message Size: 67870 	 Execution Time: 0.000260 seconds
Message Size: 67879 	 Execution Time: 0.000244 seconds
Message Size: 67888 	 Execution Time: 0.000074 seconds
Message Size: 67897 	 Execution Time: 0.000279 seconds
Message Size: 67906 	 Execution Time: 0.000363 seconds
Message Size: 67915 	 Execution Time: 0.000731 seconds
Message Size: 67924 	 Execution Time: 0.000071 seconds
Message Size: 67933 	 Execution Time: 0.000229 seconds
Message Size: 67942 	 Execution Time: 0.000224 seconds
Message Size: 67951 	 Execution Time: 0.000257 seconds
Message Size: 67960 	 Execution Time: 0.000257 seconds
Message Size: 67969 	 Execution Time: 0.000070 seconds
Message Size: 67978 	 Execution Time: 0.000227 seconds
Message Size: 67987 	 Execution Time: 0.000253 seconds
Message Size: 67996 	 Execution Time: 0.000072 seconds
Message Size: 68005 	 Execution Time: 0.000288 seconds
Message Size: 68014 	 Execution Time: 0.000618 seconds
Message Size: 68023 	 Execution Time: 0.000285 seconds
Message Size: 68032 	 Execution Time: 0.000133 seconds
Message Size: 68041 	 Execution Time: 0.000069 seconds
Message Size: 68050 	 Execution Time: 0.000273 seconds
Message Size: 68059 	 Execution Time: 0.000069 seconds
Message Size: 68068 	 Execution Time: 0.000076 seconds
Message Size: 68077 	 Execution Time: 0.000267 seconds
Message Size: 68086 	 Execution Time: 0.000622 seconds
Message Size: 68095 	 Execution Time: 0.000530 seconds
Message Size: 68104 	 Execution Time: 0.000744 seconds
Message Size: 68113 	 Execution Time: 0.000268 seconds
Message Size: 68122 	 Execution Time: 0.000322 seconds
Message Size: 68131 	 Execution Time: 0.000123 seconds
Message Size: 68140 	 Execution Time: 0.000203 seconds
Message Size: 68149 	 Execution Time: 0.000069 seconds
Message Size: 68158 	 Execution Time: 0.000225 seconds
Message Size: 68167 	 Execution Time: 0.000270 seconds
Message Size: 68176 	 Execution Time: 0.000279 seconds
Message Size: 68185 	 Execution Time: 0.000291 seconds
Message Size: 68194 	 Execution Time: 0.000222 seconds
Message Size: 68203 	 Execution Time: 0.000284 seconds
Message Size: 68212 	 Execution Time: 0.000251 seconds
Message Size: 68221 	 Execution Time: 0.000279 seconds
Message Size: 68230 	 Execution Time: 0.000068 seconds
Message Size: 68239 	 Execution Time: 0.000246 seconds
Message Size: 68248 	 Execution Time: 0.000262 seconds
Message Size: 68257 	 Execution Time: 0.000256 seconds
Message Size: 68266 	 Execution Time: 0.000284 seconds
Message Size: 68275 	 Execution Time: 0.000429 seconds
Message Size: 68284 	 Execution Time: 0.000091 seconds
Message Size: 68293 	 Execution Time: 0.000272 seconds
Message Size: 68302 	 Execution Time: 0.000299 seconds
Message Size: 68311 	 Execution Time: 0.000071 seconds
Message Size: 68320 	 Execution Time: 0.000312 seconds
Message Size: 68329 	 Execution Time: 0.000268 seconds
Message Size: 68338 	 Execution Time: 0.000276 seconds
Message Size: 68347 	 Execution Time: 0.000277 seconds
Message Size: 68356 	 Execution Time: 0.000069 seconds
Message Size: 68365 	 Execution Time: 0.000256 seconds
Message Size: 68374 	 Execution Time: 0.000305 seconds
Message Size: 68383 	 Execution Time: 0.000235 seconds
Message Size: 68392 	 Execution Time: 0.000091 seconds
Message Size: 68401 	 Execution Time: 0.000070 seconds
Message Size: 68410 	 Execution Time: 0.000083 seconds
Message Size: 68419 	 Execution Time: 0.000301 seconds
Message Size: 68428 	 Execution Time: 0.000071 seconds
Message Size: 68437 	 Execution Time: 0.000259 seconds
Message Size: 68446 	 Execution Time: 0.000236 seconds
Message Size: 68455 	 Execution Time: 0.000079 seconds
Message Size: 68464 	 Execution Time: 0.000072 seconds
Message Size: 68473 	 Execution Time: 0.000070 seconds
Message Size: 68482 	 Execution Time: 0.000282 seconds
Message Size: 68491 	 Execution Time: 0.000276 seconds
Message Size: 68500 	 Execution Time: 0.000265 seconds
Message Size: 68509 	 Execution Time: 0.000226 seconds
Message Size: 68518 	 Execution Time: 0.000071 seconds
Message Size: 68527 	 Execution Time: 0.000243 seconds
Message Size: 68536 	 Execution Time: 0.000267 seconds
Message Size: 68545 	 Execution Time: 0.000227 seconds
Message Size: 68554 	 Execution Time: 0.000069 seconds
Message Size: 68563 	 Execution Time: 0.000072 seconds
Message Size: 68572 	 Execution Time: 0.000269 seconds
Message Size: 68581 	 Execution Time: 0.000234 seconds
Message Size: 68590 	 Execution Time: 0.000067 seconds
Message Size: 68599 	 Execution Time: 0.000314 seconds
Message Size: 68608 	 Execution Time: 0.000214 seconds
Message Size: 68617 	 Execution Time: 0.000285 seconds
Message Size: 68626 	 Execution Time: 0.000214 seconds
Message Size: 68635 	 Execution Time: 0.000307 seconds
Message Size: 68644 	 Execution Time: 0.000384 seconds
Message Size: 68653 	 Execution Time: 0.000072 seconds
Message Size: 68662 	 Execution Time: 0.000268 seconds
Message Size: 68671 	 Execution Time: 0.000270 seconds
Message Size: 68680 	 Execution Time: 0.000214 seconds
Message Size: 68689 	 Execution Time: 0.000227 seconds
Message Size: 68698 	 Execution Time: 0.000069 seconds
Message Size: 68707 	 Execution Time: 0.000218 seconds
Message Size: 68716 	 Execution Time: 0.000278 seconds
Message Size: 68725 	 Execution Time: 0.000207 seconds
Message Size: 68734 	 Execution Time: 0.000070 seconds
Message Size: 68743 	 Execution Time: 0.000449 seconds
Message Size: 68752 	 Execution Time: 0.000393 seconds
Message Size: 68761 	 Execution Time: 0.000262 seconds
Message Size: 68770 	 Execution Time: 0.000347 seconds
Message Size: 68779 	 Execution Time: 0.000317 seconds
Message Size: 68788 	 Execution Time: 0.000308 seconds
Message Size: 68797 	 Execution Time: 0.000263 seconds
Message Size: 68806 	 Execution Time: 0.000248 seconds
Message Size: 68815 	 Execution Time: 0.000308 seconds
Message Size: 68824 	 Execution Time: 0.003020 seconds
Message Size: 68833 	 Execution Time: 0.000071 seconds
Message Size: 68842 	 Execution Time: 0.000101 seconds
Message Size: 68851 	 Execution Time: 0.000072 seconds
Message Size: 68860 	 Execution Time: 0.000256 seconds
Message Size: 68869 	 Execution Time: 0.000268 seconds
Message Size: 68878 	 Execution Time: 0.000072 seconds
Message Size: 68887 	 Execution Time: 0.000292 seconds
Message Size: 68896 	 Execution Time: 0.000071 seconds
Message Size: 68905 	 Execution Time: 0.000145 seconds
Message Size: 68914 	 Execution Time: 0.000288 seconds
Message Size: 68923 	 Execution Time: 0.000243 seconds
Message Size: 68932 	 Execution Time: 0.000253 seconds
Message Size: 68941 	 Execution Time: 0.000080 seconds
Message Size: 68950 	 Execution Time: 0.000272 seconds
Message Size: 68959 	 Execution Time: 0.000291 seconds
Message Size: 68968 	 Execution Time: 0.000264 seconds
Message Size: 68977 	 Execution Time: 0.000090 seconds
Message Size: 68986 	 Execution Time: 0.000269 seconds
Message Size: 68995 	 Execution Time: 0.000297 seconds
Message Size: 69004 	 Execution Time: 0.000238 seconds
Message Size: 69013 	 Execution Time: 0.000321 seconds
Message Size: 69022 	 Execution Time: 0.000262 seconds
Message Size: 69031 	 Execution Time: 0.000312 seconds
Message Size: 69040 	 Execution Time: 0.000340 seconds
Message Size: 69049 	 Execution Time: 0.000073 seconds
Message Size: 69058 	 Execution Time: 0.000244 seconds
Message Size: 69067 	 Execution Time: 0.000276 seconds
Message Size: 69076 	 Execution Time: 0.000247 seconds
Message Size: 69085 	 Execution Time: 0.000085 seconds
Message Size: 69094 	 Execution Time: 0.000075 seconds
Message Size: 69103 	 Execution Time: 0.000301 seconds
Message Size: 69112 	 Execution Time: 0.000076 seconds
Message Size: 69121 	 Execution Time: 0.000069 seconds
Message Size: 69130 	 Execution Time: 0.000280 seconds
Message Size: 69139 	 Execution Time: 0.000369 seconds
Message Size: 69148 	 Execution Time: 0.000243 seconds
Message Size: 69157 	 Execution Time: 0.000210 seconds
Message Size: 69166 	 Execution Time: 0.000242 seconds
Message Size: 69175 	 Execution Time: 0.000072 seconds
Message Size: 69184 	 Execution Time: 0.000279 seconds
Message Size: 69193 	 Execution Time: 0.000255 seconds
Message Size: 69202 	 Execution Time: 0.000438 seconds
Message Size: 69211 	 Execution Time: 0.000071 seconds
Message Size: 69220 	 Execution Time: 0.000326 seconds
Message Size: 69229 	 Execution Time: 0.000293 seconds
Message Size: 69238 	 Execution Time: 0.000294 seconds
Message Size: 69247 	 Execution Time: 0.000302 seconds
Message Size: 69256 	 Execution Time: 0.000233 seconds
Message Size: 69265 	 Execution Time: 0.000086 seconds
Message Size: 69274 	 Execution Time: 0.000171 seconds
Message Size: 69283 	 Execution Time: 0.000295 seconds
Message Size: 69292 	 Execution Time: 0.000250 seconds
Message Size: 69301 	 Execution Time: 0.000094 seconds
Message Size: 69310 	 Execution Time: 0.000252 seconds
Message Size: 69319 	 Execution Time: 0.000310 seconds
Message Size: 69328 	 Execution Time: 0.000236 seconds
Message Size: 69337 	 Execution Time: 0.000084 seconds
Message Size: 69346 	 Execution Time: 0.000335 seconds
Message Size: 69355 	 Execution Time: 0.000069 seconds
Message Size: 69364 	 Execution Time: 0.000243 seconds
Message Size: 69373 	 Execution Time: 0.000070 seconds
Message Size: 69382 	 Execution Time: 0.000267 seconds
Message Size: 69391 	 Execution Time: 0.000226 seconds
Message Size: 69400 	 Execution Time: 0.000068 seconds
Message Size: 69409 	 Execution Time: 0.000240 seconds
Message Size: 69418 	 Execution Time: 0.000347 seconds
Message Size: 69427 	 Execution Time: 0.000257 seconds
Message Size: 69436 	 Execution Time: 0.000081 seconds
Message Size: 69445 	 Execution Time: 0.000294 seconds
Message Size: 69454 	 Execution Time: 0.000295 seconds
Message Size: 69463 	 Execution Time: 0.000215 seconds
Message Size: 69472 	 Execution Time: 0.000150 seconds
Message Size: 69481 	 Execution Time: 0.000407 seconds
Message Size: 69490 	 Execution Time: 0.000291 seconds
Message Size: 69499 	 Execution Time: 0.000295 seconds
Message Size: 69508 	 Execution Time: 0.000177 seconds
Message Size: 69517 	 Execution Time: 0.000071 seconds
Message Size: 69526 	 Execution Time: 0.000259 seconds
Message Size: 69535 	 Execution Time: 0.000069 seconds
Message Size: 69544 	 Execution Time: 0.000309 seconds
Message Size: 69553 	 Execution Time: 0.000068 seconds
Message Size: 69562 	 Execution Time: 0.000269 seconds
Message Size: 69571 	 Execution Time: 0.000241 seconds
Message Size: 69580 	 Execution Time: 0.000259 seconds
Message Size: 69589 	 Execution Time: 0.000070 seconds
Message Size: 69598 	 Execution Time: 0.000248 seconds
Message Size: 69607 	 Execution Time: 0.000318 seconds
Message Size: 69616 	 Execution Time: 0.000077 seconds
Message Size: 69625 	 Execution Time: 0.000078 seconds
Message Size: 69634 	 Execution Time: 0.000349 seconds
Message Size: 69643 	 Execution Time: 0.000073 seconds
Message Size: 69652 	 Execution Time: 0.000070 seconds
Message Size: 69661 	 Execution Time: 0.000277 seconds
Message Size: 69670 	 Execution Time: 0.000311 seconds
Message Size: 69679 	 Execution Time: 0.000071 seconds
Message Size: 69688 	 Execution Time: 0.000294 seconds
Message Size: 69697 	 Execution Time: 0.000231 seconds
Message Size: 69706 	 Execution Time: 0.000212 seconds
Message Size: 69715 	 Execution Time: 0.000069 seconds
Message Size: 69724 	 Execution Time: 0.000074 seconds
Message Size: 69733 	 Execution Time: 0.000262 seconds
Message Size: 69742 	 Execution Time: 0.000071 seconds
Message Size: 69751 	 Execution Time: 0.000076 seconds
Message Size: 69760 	 Execution Time: 0.000256 seconds
Message Size: 69769 	 Execution Time: 0.000244 seconds
Message Size: 69778 	 Execution Time: 0.000249 seconds
Message Size: 69787 	 Execution Time: 0.000222 seconds
Message Size: 69796 	 Execution Time: 0.000076 seconds
Message Size: 69805 	 Execution Time: 0.000181 seconds
Message Size: 69814 	 Execution Time: 0.000070 seconds
Message Size: 69823 	 Execution Time: 0.000252 seconds
Message Size: 69832 	 Execution Time: 0.000294 seconds
Message Size: 69841 	 Execution Time: 0.000183 seconds
Message Size: 69850 	 Execution Time: 0.000197 seconds
Message Size: 69859 	 Execution Time: 0.000307 seconds
Message Size: 69868 	 Execution Time: 0.000337 seconds
Message Size: 69877 	 Execution Time: 0.000245 seconds
Message Size: 69886 	 Execution Time: 0.000189 seconds
Message Size: 69895 	 Execution Time: 0.000304 seconds
Message Size: 69904 	 Execution Time: 0.000071 seconds
Message Size: 69913 	 Execution Time: 0.000194 seconds
Message Size: 69922 	 Execution Time: 0.000293 seconds
Message Size: 69931 	 Execution Time: 0.000308 seconds
Message Size: 69940 	 Execution Time: 0.000264 seconds
Message Size: 69949 	 Execution Time: 0.000086 seconds
Message Size: 69958 	 Execution Time: 0.000283 seconds
Message Size: 69967 	 Execution Time: 0.000070 seconds
Message Size: 69976 	 Execution Time: 0.000079 seconds
Message Size: 69985 	 Execution Time: 0.000750 seconds
Message Size: 69994 	 Execution Time: 0.000071 seconds
Message Size: 70003 	 Execution Time: 0.000318 seconds
Message Size: 70012 	 Execution Time: 0.000071 seconds
Message Size: 70021 	 Execution Time: 0.000249 seconds
Message Size: 70030 	 Execution Time: 0.000068 seconds
Message Size: 70039 	 Execution Time: 0.000181 seconds
Message Size: 70048 	 Execution Time: 0.000239 seconds
Message Size: 70057 	 Execution Time: 0.000221 seconds
Message Size: 70066 	 Execution Time: 0.000071 seconds
Message Size: 70075 	 Execution Time: 0.000071 seconds
Message Size: 70084 	 Execution Time: 0.000072 seconds
Message Size: 70093 	 Execution Time: 0.000192 seconds
Message Size: 70102 	 Execution Time: 0.000255 seconds
Message Size: 70111 	 Execution Time: 0.000076 seconds
Message Size: 70120 	 Execution Time: 0.000290 seconds
Message Size: 70129 	 Execution Time: 0.000071 seconds
Message Size: 70138 	 Execution Time: 0.000303 seconds
Message Size: 70147 	 Execution Time: 0.000273 seconds
Message Size: 70156 	 Execution Time: 0.000193 seconds
Message Size: 70165 	 Execution Time: 0.000217 seconds
Message Size: 70174 	 Execution Time: 0.000306 seconds
Message Size: 70183 	 Execution Time: 0.000215 seconds
Message Size: 70192 	 Execution Time: 0.000250 seconds
Message Size: 70201 	 Execution Time: 0.000179 seconds
Message Size: 70210 	 Execution Time: 0.000070 seconds
Message Size: 70219 	 Execution Time: 0.000289 seconds
Message Size: 70228 	 Execution Time: 0.000164 seconds
Message Size: 70237 	 Execution Time: 0.000250 seconds
Message Size: 70246 	 Execution Time: 0.000095 seconds
Message Size: 70255 	 Execution Time: 0.000302 seconds
Message Size: 70264 	 Execution Time: 0.000607 seconds
Message Size: 70273 	 Execution Time: 0.000100 seconds
Message Size: 70282 	 Execution Time: 0.000269 seconds
Message Size: 70291 	 Execution Time: 0.000080 seconds
Message Size: 70300 	 Execution Time: 0.000071 seconds
Message Size: 70309 	 Execution Time: 0.000304 seconds
Message Size: 70318 	 Execution Time: 0.000070 seconds
Message Size: 70327 	 Execution Time: 0.000068 seconds
Message Size: 70336 	 Execution Time: 0.000218 seconds
Message Size: 70345 	 Execution Time: 0.000070 seconds
Message Size: 70354 	 Execution Time: 0.000073 seconds
Message Size: 70363 	 Execution Time: 0.000330 seconds
Message Size: 70372 	 Execution Time: 0.000071 seconds
